datetime,power,hour,day,month,air_temperature,humidity,irradiance,pressure,rain,wind_direction,wind_velocity,predicted_power
2022-01-04 00:00:00,0.0,0,4,1,3.68,84.0,0.0,989.78,0.0,211.0,0.67,0.086722374
2022-01-04 01:00:00,0.0,1,4,1,3.3,83.75,0.0,989.45,0.0,333.33,1.07,0.08758938
2022-01-04 02:00:00,0.0,2,4,1,3.12,84.25,0.0,989.08,0.0,210.83,0.48,0.088467956
2022-01-04 03:00:00,0.0,3,4,1,3.02,84.75,0.0,988.4,0.0,316.83,0.92,0.08944178
2022-01-04 04:00:00,0.0,4,4,1,3.22,83.25,0.0,987.58,0.0,289.33,1.65,0.090313315
2022-01-04 05:00:00,0.0,5,4,1,3.0,84.25,0.0,987.0,0.0,331.0,1.22,0.091839075
2022-01-04 06:00:00,0.0,6,4,1,3.08,84.0,0.0,986.58,0.0,235.33,1.5,0.09325874
2022-01-04 07:00:00,0.0,7,4,1,3.15,84.5,0.0,986.25,0.0,64.5,1.08,0.096016645
2022-01-04 08:00:00,0.0,8,4,1,3.25,84.0,0.0,986.12,0.0,142.5,0.57,0.09927869
2022-01-04 09:00:00,0.8,9,4,1,3.45,84.0,11.9,986.28,0.0,53.33,0.18,0.10614288
2022-01-04 10:00:00,2.4,10,4,1,4.05,83.0,30.55,986.0,0.0,213.67,0.32,4.96609
2022-01-04 11:00:00,5.4,11,4,1,4.47,80.5,49.32,985.3,0.0,329.0,0.98,6.189656
2022-01-04 12:00:00,8.4,12,4,1,4.55,79.75,46.78,984.35,0.0,272.83,1.18,6.1537814
2022-01-04 13:00:00,9.1,13,4,1,5.03,79.0,97.28,983.4,0.0,334.83,1.65,14.290996
2022-01-04 14:00:00,21.9,14,4,1,5.85,74.5,233.82,982.45,0.0,345.67,2.08,30.60164
2022-01-04 15:00:00,13.0,15,4,1,5.32,76.0,65.55,981.98,0.0,337.0,2.07,8.041125
2022-01-04 16:00:00,2.2,16,4,1,4.78,78.25,13.22,981.98,0.0,326.67,1.07,0.10705626
2022-01-04 17:00:00,0.0,17,4,1,4.3,80.75,0.0,981.85,0.0,182.83,0.4,0.0970242
2022-01-04 18:00:00,0.0,18,4,1,4.28,82.0,0.0,981.78,0.0,212.5,0.55,0.0954839
2022-01-04 19:00:00,0.0,19,4,1,4.5,81.25,0.0,981.68,0.0,57.0,0.35,0.09419072
2022-01-04 20:00:00,0.0,20,4,1,4.38,82.0,0.0,981.28,0.0,220.0,0.38,0.09298718
2022-01-04 21:00:00,0.0,21,4,1,4.62,81.5,0.0,980.92,0.0,276.5,1.1,0.091925144
2022-01-04 22:00:00,0.0,22,4,1,4.43,81.75,0.0,980.32,0.0,153.83,0.15,0.09059751
2022-01-04 23:00:00,0.0,23,4,1,4.4,82.25,0.0,980.08,0.0,90.67,0.28,0.08946061
2022-01-05 00:00:00,0.0,0,5,1,4.4,83.25,0.0,979.58,0.0,337.33,1.2,0.08671522
2022-01-05 01:00:00,0.0,1,5,1,4.1,84.5,0.0,978.7,0.0,273.5,0.82,0.08756924
2022-01-05 02:00:00,0.0,2,5,1,3.92,86.0,0.0,977.85,0.0,102.67,0.2,0.0883944
2022-01-05 03:00:00,0.0,3,5,1,3.88,87.75,0.0,977.25,0.0,222.0,0.5,0.08940542
2022-01-05 04:00:00,0.0,4,5,1,3.7,90.0,0.0,976.25,0.02,171.33,0.43,0.09064925
2022-01-05 05:00:00,0.0,5,5,1,3.68,91.25,0.0,975.42,0.02,267.67,0.62,0.09220123
2022-01-05 06:00:00,0.0,6,5,1,3.68,92.0,0.0,974.75,0.0,266.67,0.55,0.094156384
2022-01-05 07:00:00,0.0,7,5,1,3.72,93.0,0.0,974.15,0.07,213.17,0.42,0.09750652
2022-01-05 08:00:00,0.0,8,5,1,3.78,93.0,0.0,973.9,0.1,340.33,1.48,0.0994035
2022-01-05 09:00:00,0.1,9,5,1,3.8,93.0,0.0,974.15,0.18,337.83,4.12,0.098941445
2022-01-05 10:00:00,0.5,10,5,1,4.8,91.25,1.3,974.78,0.32,344.33,4.68,0.10270429
2022-01-05 11:00:00,0.8,11,5,1,5.88,87.5,1.1,975.48,0.4,342.33,5.67,0.11210668
2022-01-05 12:00:00,2.9,12,5,1,5.48,89.25,15.55,975.8,0.15,317.5,3.08,0.28585136
2022-01-05 13:00:00,2.7,13,5,1,5.58,90.0,18.68,975.58,0.07,305.17,3.17,2.804576
2022-01-05 14:00:00,2.7,14,5,1,5.98,89.0,25.72,975.12,0.03,304.5,2.85,5.452505
2022-01-05 15:00:00,2.4,15,5,1,6.55,87.0,6.18,974.88,0.0,315.33,3.07,0.11701667
2022-01-05 16:00:00,0.6,16,5,1,6.88,83.5,0.0,975.12,0.0,311.33,3.05,0.1041863
2022-01-05 17:00:00,0.0,17,5,1,7.02,81.75,0.0,975.6,0.0,310.5,3.33,0.101478815
2022-01-05 18:00:00,0.0,18,5,1,7.35,76.0,0.0,976.18,0.0,316.83,3.4,0.09904182
2022-01-05 19:00:00,0.0,19,5,1,8.45,58.25,0.0,976.98,0.0,340.67,4.88,0.097863674
2022-01-05 20:00:00,0.0,20,5,1,8.62,45.25,0.0,977.3,0.0,237.67,5.85,0.09525287
2022-01-05 21:00:00,0.0,21,5,1,8.0,34.0,0.0,977.8,0.0,2.83,5.13,0.0933646
2022-01-05 22:00:00,0.0,22,5,1,7.62,31.75,0.0,978.35,0.0,8.67,5.38,0.09180212
2022-01-05 23:00:00,0.0,23,5,1,7.58,32.75,0.0,979.15,0.0,293.83,4.68,0.089975
2022-01-06 00:00:00,0.0,0,6,1,7.7,34.0,0.0,979.9,0.0,296.0,5.38,0.08541572
2022-01-06 01:00:00,0.0,1,6,1,7.48,36.0,0.0,980.32,0.0,293.5,4.68,0.08626068
2022-01-06 02:00:00,0.0,2,6,1,7.18,38.75,0.0,981.0,0.0,342.33,2.87,0.0874511
2022-01-06 03:00:00,0.0,3,6,1,6.85,41.0,0.0,981.78,0.0,334.5,3.28,0.08826423
2022-01-06 04:00:00,0.0,4,6,1,6.8,41.75,0.0,982.08,0.0,330.17,3.47,0.08917582
2022-01-06 05:00:00,0.0,5,6,1,6.7,42.5,0.0,982.4,0.0,319.33,2.58,0.09053922
2022-01-06 06:00:00,0.0,6,6,1,5.95,45.75,0.0,983.2,0.0,313.33,1.27,0.092484
2022-01-06 07:00:00,0.0,7,6,1,5.03,49.75,0.0,983.92,0.0,312.33,2.07,0.0938977
2022-01-06 08:00:00,0.0,8,6,1,4.82,51.0,2.6,985.02,0.0,311.0,2.68,0.09686673
2022-01-06 09:00:00,3.0,9,6,1,6.0,47.75,107.8,985.92,0.0,316.17,2.85,8.544456
2022-01-06 10:00:00,6.7,10,6,1,8.15,39.0,278.55,986.25,0.0,332.0,4.38,42.032303
2022-01-06 11:00:00,47.8,11,6,1,9.12,35.25,357.75,986.35,0.0,335.83,4.5,68.88339
2022-01-06 12:00:00,87.5,12,6,1,10.07,31.5,382.0,986.2,0.0,342.17,3.85,79.32619
2022-01-06 13:00:00,82.2,13,6,1,10.62,28.75,353.4,985.95,0.0,175.33,3.98,77.19495
2022-01-06 14:00:00,62.4,14,6,1,10.62,28.0,242.0,986.25,0.0,122.33,4.38,59.90711
2022-01-06 15:00:00,3.2,15,6,1,9.5,28.75,23.08,986.68,0.0,171.0,2.95,6.156741
2022-01-06 16:00:00,1.8,16,6,1,8.35,32.25,4.4,987.7,0.0,329.83,2.35,0.12296331
2022-01-06 17:00:00,0.0,17,6,1,7.32,34.5,0.0,988.75,0.0,280.67,1.95,0.10082364
2022-01-06 18:00:00,0.0,18,6,1,6.28,37.5,0.0,989.72,0.0,321.83,2.27,0.09631479
2022-01-06 19:00:00,0.0,19,6,1,5.8,39.25,0.0,990.8,0.0,310.33,1.57,0.094123244
2022-01-06 20:00:00,0.0,20,6,1,4.42,43.0,0.0,991.45,0.0,306.5,1.58,0.092368364
2022-01-06 21:00:00,0.0,21,6,1,4.38,44.5,0.0,991.95,0.0,320.67,2.07,0.09126258
2022-01-06 22:00:00,0.0,22,6,1,3.42,51.5,0.0,992.78,0.0,329.67,2.42,0.08995271
2022-01-06 23:00:00,0.0,23,6,1,1.62,60.25,0.0,993.52,0.0,107.67,1.05,0.08865166
2022-01-07 00:00:00,0.0,0,7,1,0.52,66.75,0.0,994.08,0.0,73.17,1.0,0.086254835
2022-01-07 01:00:00,0.0,1,7,1,0.05,69.75,0.0,994.3,0.0,334.0,1.53,0.087213516
2022-01-07 02:00:00,0.0,2,7,1,-0.32,72.0,0.0,994.7,0.0,162.5,1.23,0.08797026
2022-01-07 03:00:00,0.0,3,7,1,-0.57,74.25,0.0,994.9,0.0,326.33,1.27,0.089083195
2022-01-07 04:00:00,0.0,4,7,1,-0.88,74.0,0.0,994.88,0.0,219.5,1.42,0.08992863
2022-01-07 05:00:00,0.0,5,7,1,-1.58,78.5,0.0,995.0,0.0,292.67,1.23,0.09131038
2022-01-07 06:00:00,0.0,6,7,1,-2.0,79.5,0.0,995.15,0.0,68.67,0.88,0.09288919
2022-01-07 07:00:00,0.0,7,7,1,-2.0,79.0,0.0,995.22,0.0,127.0,1.02,0.09491789
2022-01-07 08:00:00,0.0,8,7,1,-1.85,77.75,4.8,995.6,0.0,291.17,1.12,0.097580075
2022-01-07 09:00:00,7.4,9,7,1,-0.95,73.5,51.52,995.52,0.0,176.17,1.07,1.9525143
2022-01-07 10:00:00,7.4,10,7,1,1.25,60.0,249.82,995.12,0.0,335.17,3.22,16.994114
2022-01-07 11:00:00,49.6,11,7,1,2.4,54.0,336.95,994.15,0.0,340.5,2.35,59.8193
2022-01-07 12:00:00,87.6,12,7,1,3.7,49.0,383.7,992.92,0.0,330.33,2.53,82.479744
2022-01-07 13:00:00,77.0,13,7,1,4.35,44.75,341.38,991.8,0.0,316.0,2.7,76.17214
2022-01-07 14:00:00,43.3,14,7,1,4.15,45.0,169.52,990.92,0.0,316.83,2.18,22.67103
2022-01-07 15:00:00,14.4,15,7,1,3.85,47.5,80.18,990.72,0.0,329.5,1.73,10.901932
2022-01-07 16:00:00,6.1,16,7,1,3.02,52.0,23.85,990.2,0.0,243.5,0.58,0.11618447
2022-01-07 17:00:00,0.0,17,7,1,2.0,55.5,0.0,989.92,0.0,261.83,0.67,0.095314264
2022-01-07 18:00:00,0.0,18,7,1,0.65,64.5,0.0,990.1,0.0,128.33,0.4,0.09364605
2022-01-07 19:00:00,0.0,19,7,1,-0.0,69.5,0.0,990.25,0.0,31.0,0.27,0.09234023
2022-01-07 20:00:00,0.0,20,7,1,-0.55,75.5,0.0,990.32,0.0,145.17,0.28,0.091256976
2022-01-07 21:00:00,0.0,21,7,1,-0.15,74.0,0.0,990.42,0.0,134.17,0.47,0.09043527
2022-01-07 22:00:00,0.0,22,7,1,-0.22,74.25,0.0,990.28,0.0,180.0,0.22,0.089482546
2022-01-07 23:00:00,0.0,23,7,1,-0.08,75.0,0.0,990.18,0.0,266.83,0.43,0.08833492
2022-01-08 00:00:00,0.0,0,8,1,0.05,74.25,0.0,989.8,0.0,266.17,1.2,0.08647454
2022-01-08 01:00:00,0.0,1,8,1,-0.12,72.5,0.0,989.62,0.0,168.33,1.28,0.08709085
2022-01-08 02:00:00,0.0,2,8,1,-1.72,79.0,0.0,989.4,0.0,226.0,0.6,0.08820343
2022-01-08 03:00:00,0.0,3,8,1,-2.38,82.5,0.0,988.95,0.0,263.5,0.65,0.08899677
2022-01-08 04:00:00,0.0,4,8,1,-2.38,84.0,0.0,988.5,0.0,177.67,0.98,0.0897547
2022-01-08 05:00:00,0.0,5,8,1,-3.08,83.75,0.0,988.35,0.0,163.17,0.43,0.091326
2022-01-08 06:00:00,0.0,6,8,1,-3.7,86.75,0.0,988.45,0.0,171.17,0.55,0.09291375
2022-01-08 07:00:00,0.0,7,8,1,-3.98,87.25,0.0,988.58,0.0,255.83,0.53,0.094677806
2022-01-08 08:00:00,0.0,8,8,1,-3.4,86.25,8.55,988.72,0.0,120.17,1.03,0.09623003
2022-01-08 09:00:00,10.7,9,8,1,-1.1,79.75,156.7,988.82,0.0,229.0,1.58,6.5612793
2022-01-08 10:00:00,19.2,10,8,1,0.65,69.75,229.15,988.95,0.0,316.83,3.1,14.606093
2022-01-08 11:00:00,52.4,11,8,1,1.85,60.25,321.38,988.22,0.0,333.17,2.7,43.290657
2022-01-08 12:00:00,86.4,12,8,1,2.95,57.0,374.55,987.2,0.0,308.67,2.68,79.40396
2022-01-08 13:00:00,80.6,13,8,1,3.78,53.75,346.3,986.45,0.0,313.0,2.38,74.18041
2022-01-08 14:00:00,53.0,14,8,1,4.28,50.75,239.68,985.82,0.0,310.17,2.02,42.60823
2022-01-08 15:00:00,3.5,15,8,1,3.22,53.75,23.82,985.48,0.0,323.67,1.28,0.24056709
2022-01-08 16:00:00,1.9,16,8,1,2.17,60.5,5.07,985.25,0.0,147.5,0.67,0.0986408
2022-01-08 17:00:00,0.0,17,8,1,-0.28,72.0,0.0,985.28,0.0,166.83,0.52,0.09419143
2022-01-08 18:00:00,0.0,18,8,1,-0.5,76.25,0.0,985.45,0.0,207.0,0.7,0.09300721
2022-01-08 19:00:00,0.0,19,8,1,-1.68,79.5,0.0,985.85,0.0,198.17,0.48,0.09175718
2022-01-08 20:00:00,0.0,20,8,1,-2.25,83.5,0.0,985.95,0.0,142.0,0.3,0.09073222
2022-01-08 21:00:00,0.0,21,8,1,-2.72,85.5,0.0,985.92,0.0,215.67,0.6,0.08985722
2022-01-08 22:00:00,0.0,22,8,1,-2.5,85.5,0.0,985.32,0.0,201.17,0.58,0.089096904
2022-01-08 23:00:00,0.0,23,8,1,-1.95,84.75,0.0,984.52,0.0,261.83,0.77,0.0881865
2022-01-09 00:00:00,0.0,0,9,1,-1.98,84.5,0.0,983.32,0.0,157.5,0.55,0.08644235
2022-01-09 01:00:00,0.0,1,9,1,-2.2,85.0,0.0,982.45,0.0,150.33,0.32,0.08718693
2022-01-09 02:00:00,0.0,2,9,1,-2.15,84.75,0.0,981.62,0.0,109.83,0.3,0.08800602
2022-01-09 03:00:00,0.0,3,9,1,-2.92,87.0,0.0,980.98,0.0,215.33,0.42,0.08885312
2022-01-09 04:00:00,0.0,4,9,1,-2.6,86.25,0.0,979.98,0.0,279.5,1.33,0.0898
2022-01-09 05:00:00,0.0,5,9,1,-1.85,83.75,0.0,979.28,0.0,254.5,1.22,0.09129691
2022-01-09 06:00:00,0.0,6,9,1,-1.65,82.75,0.0,978.85,0.0,156.33,0.75,0.09323752
2022-01-09 07:00:00,0.0,7,9,1,-1.92,82.75,0.0,978.88,0.0,176.83,0.92,0.095202565
2022-01-09 08:00:00,0.0,8,9,1,-1.95,83.25,5.2,978.6,0.0,221.33,0.7,0.09735119
2022-01-09 09:00:00,9.6,9,9,1,-0.95,81.0,81.85,978.28,0.0,313.5,0.88,5.892577
2022-01-09 10:00:00,13.8,10,9,1,1.23,70.0,176.32,978.1,0.0,132.67,1.02,14.664778
2022-01-09 11:00:00,26.4,11,9,1,2.08,62.75,145.88,977.8,0.0,316.17,1.9,15.219275
2022-01-09 12:00:00,26.0,12,9,1,2.78,60.0,156.3,977.48,0.0,327.83,1.07,16.779821
2022-01-09 13:00:00,37.9,13,9,1,3.68,55.0,166.52,977.02,0.0,138.17,0.67,17.985239
2022-01-09 14:00:00,34.5,14,9,1,4.3,52.0,137.8,976.75,0.0,245.17,0.35,17.486446
2022-01-09 15:00:00,14.0,15,9,1,3.78,53.75,68.97,976.48,0.0,312.67,0.82,8.528893
2022-01-09 16:00:00,6.1,16,9,1,2.88,57.0,25.1,976.45,0.0,307.67,1.02,0.12873924
2022-01-09 17:00:00,0.0,17,9,1,1.72,64.5,0.0,976.92,0.0,153.0,0.75,0.0957768
2022-01-09 18:00:00,0.0,18,9,1,1.02,69.75,0.0,977.53,0.0,144.0,0.38,0.09392929
2022-01-09 19:00:00,0.0,19,9,1,0.62,72.75,0.0,978.2,0.0,266.0,0.63,0.092674375
2022-01-09 20:00:00,0.0,20,9,1,0.3,75.75,0.0,978.65,0.0,231.33,0.53,0.09165645
2022-01-09 21:00:00,0.0,21,9,1,0.1,78.5,0.0,979.0,0.0,130.17,0.37,0.09068203
2022-01-09 22:00:00,0.0,22,9,1,-0.1,79.25,0.0,979.35,0.0,330.67,0.7,0.08957636
2022-01-09 23:00:00,0.0,23,9,1,-0.22,81.5,0.0,979.75,0.0,171.0,0.65,0.088635325
2022-01-10 00:00:00,0.0,0,10,1,-1.05,82.75,0.0,980.18,0.0,230.17,0.58,0.08654916
2022-01-10 01:00:00,0.0,1,10,1,-2.08,85.75,0.0,980.55,0.0,231.33,0.55,0.08726609
2022-01-10 02:00:00,0.0,2,10,1,-2.22,87.0,0.0,980.9,0.0,166.17,0.53,0.08800292
2022-01-10 03:00:00,0.0,3,10,1,-3.0,88.0,0.0,981.42,0.0,70.33,0.27,0.088635445
2022-01-10 04:00:00,0.0,4,10,1,-3.22,88.75,0.0,981.52,0.0,173.33,0.62,0.089793086
2022-01-10 05:00:00,0.0,5,10,1,-2.42,86.25,0.0,981.88,0.0,186.5,0.85,0.091321945
2022-01-10 06:00:00,0.0,6,10,1,-1.78,81.0,0.0,982.6,0.0,293.83,1.6,0.093016624
2022-01-10 07:00:00,0.0,7,10,1,0.82,65.25,0.0,982.88,0.0,266.67,2.95,0.09404957
2022-01-10 08:00:00,0.5,8,10,1,0.8,62.75,18.95,983.68,0.0,118.0,2.8,0.099195
2022-01-10 09:00:00,11.2,9,10,1,3.0,54.25,145.27,984.3,0.0,325.5,4.4,8.5612
2022-01-10 10:00:00,14.0,10,10,1,4.9,45.0,292.55,984.85,0.0,303.5,6.4,31.616394
2022-01-10 11:00:00,57.4,11,10,1,6.45,40.5,372.22,985.0,0.0,307.5,5.3,70.78379
2022-01-10 12:00:00,92.5,12,10,1,7.72,37.5,400.35,984.75,0.0,304.83,4.52,82.08284
2022-01-10 13:00:00,60.3,13,10,1,10.02,28.25,361.2,984.7,0.0,338.17,4.07,78.49321
2022-01-10 14:00:00,66.0,14,10,1,10.52,25.5,269.35,984.95,0.0,294.67,5.2,64.19062
2022-01-10 15:00:00,6.0,15,10,1,9.68,25.75,31.25,985.7,0.0,232.5,4.75,7.115273
2022-01-10 16:00:00,2.1,16,10,1,9.55,25.0,6.48,986.62,0.0,353.83,5.3,0.20436025
2022-01-10 17:00:00,0.0,17,10,1,8.82,26.25,0.0,987.7,0.0,344.33,4.75,0.10405791
2022-01-10 18:00:00,0.0,18,10,1,8.2,28.75,0.0,988.68,0.0,339.17,4.58,0.098857045
2022-01-10 19:00:00,0.0,19,10,1,7.98,30.75,0.0,989.65,0.0,334.33,4.17,0.09576225
2022-01-10 20:00:00,0.0,20,10,1,7.92,31.5,0.0,990.5,0.0,332.33,4.0,0.09386444
2022-01-10 21:00:00,0.0,21,10,1,6.6,34.75,0.0,991.12,0.0,326.33,3.58,0.091777325
2022-01-10 22:00:00,0.0,22,10,1,6.62,34.5,0.0,991.68,0.0,329.0,4.0,0.09052014
2022-01-10 23:00:00,0.0,23,10,1,6.1,36.25,0.0,992.08,0.0,347.17,3.27,0.08906591
2022-01-11 00:00:00,0.0,0,11,1,5.8,38.0,0.0,992.5,0.0,319.17,4.52,0.08548224
2022-01-11 01:00:00,0.0,1,11,1,5.78,38.0,0.0,993.0,0.0,305.5,5.4,0.086019516
2022-01-11 02:00:00,0.0,2,11,1,5.42,39.0,0.0,993.45,0.0,302.83,5.55,0.08673751
